0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.310364,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000020,-0.172928,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.040000,0.000086,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.010025,0.310364,0.000000,0.310364,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.005625,-0.345856,0.000020,-0.172928,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.079997,0.000171,0.040000,0.000086,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200000,0.000000,0.200000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.020050,0.310364,-0.010025,0.310364,0.000000,0.310364,0.000000,0.000000,0.000000,0.000000
0.016816,-0.518785,0.000020,-0.172928,0.005625,-0.345856,0.000000,0.000000,0.000000,0.000000
0.119992,0.000257,0.040000,0.000086,0.079997,0.000171,0.000000,0.000000,0.000000,0.000000
0.200000,0.000000,0.200000,0.000000,0.200000,0.000000,0.200000,0.000000,0.000000,0.000000
-0.030074,0.310364,-0.010025,0.310364,-0.020050,0.310364,0.000000,0.310364,0.000000,0.000000
0.033593,-0.691713,0.000020,-0.172928,0.005625,-0.345856,0.016816,-0.518785,0.000000,0.000000
0.159983,0.000343,0.040000,0.000086,0.079997,0.000171,0.119992,0.000257,0.000000,0.000000
0.200000,0.000000,0.200000,0.000000,0.200000,0.000000,0.200000,0.000000,0.200000,0.000000
-0.040099,0.310364,-0.010025,0.310364,-0.020050,0.310364,-0.030074,0.310364,0.000000,0.310364
