1.000000,0.000000,0.000099,-0.557180
0.000000,1.000000,0.200000,0.000276
0.000000,0.000000,1.000000,0.000000
0.000000,0.000000,-0.050124,1.000000
1.000000,0.000000,0.028126,-1.114359
0.000000,1.000000,0.399986,0.000552
0.000000,0.000000,1.000000,0.000000
0.000000,0.000000,-0.100248,1.000000
1.000000,0.000000,0.084082,-1.671539
0.000000,1.000000,0.599958,0.000829
0.000000,0.000000,1.000000,0.000000
0.000000,0.000000,-0.150372,1.000000
1.000000,0.000000,0.167965,-2.228718
0.000000,1.000000,0.799917,0.001105
0.000000,0.000000,1.000000,0.000000
0.000000,0.000000,-0.200496,1.000000
1.000000,0.000000,0.279776,-2.785898
0.000000,1.000000,0.999861,0.001381
0.000000,0.000000,1.000000,0.000000
0.000000,0.000000,-0.250620,1.000000
