5.122100,-0.000110,-3.051923,-0.000098,0.787257,-0.000085,0.632841,-0.000072,0.488027,-0.000058,0.356016,-0.000045,0.240009,-0.000033,0.143204,-0.000021,0.068801,-0.000011,0.020000,-0.000004,0.000000
-0.000110,9.010145,-0.000081,-8.999877,-0.000057,0.000102,-0.000038,0.000081,-0.000024,0.000062,-0.000013,0.000045,-0.000006,0.000030,-0.000002,0.000017,-0.000000,0.000008,0.000000,0.000002,0.000000
-3.051923,-0.000081,8.842860,-0.000073,-3.302355,-0.000064,0.565632,-0.000055,0.440022,-0.000045,0.324013,-0.000036,0.220807,-0.000026,0.133603,-0.000018,0.065601,-0.000010,0.020000,-0.000004,0.000000
-0.000098,-8.999877,-0.000073,18.010107,-0.000052,-8.999911,-0.000035,0.000072,-0.000022,0.000056,-0.000012,0.000041,-0.000006,0.000027,-0.000002,0.000016,-0.000000,0.000007,0.000000,0.000002,0.000000
0.787257,-0.000057,-3.302355,-0.000052,8.618035,-0.000046,-3.501575,-0.000040,0.392017,-0.000034,0.292011,-0.000027,0.201606,-0.000021,0.124003,-0.000014,0.062401,-0.000008,0.020000,-0.000003,0.000000
-0.000085,0.000102,-0.000064,-8.999911,-0.000046,18.010077,-0.000031,-8.999937,-0.000020,0.000049,-0.000011,0.000036,-0.000006,0.000025,-0.000002,0.000015,-0.000000,0.000007,0.000000,0.000002,0.000000
0.632841,-0.000038,0.565632,-0.000035,-3.501575,-0.000031,8.441219,-0.000028,-3.655987,-0.000024,0.260008,-0.000020,0.182405,-0.000016,0.114402,-0.000011,0.059201,-0.000007,0.020000,-0.000003,0.000000
-0.000072,0.000081,-0.000055,0.000072,-0.000040,-8.999937,-0.000028,18.010054,-0.000018,-8.999958,-0.000010,0.000032,-0.000005,0.000022,-0.000002,0.000013,-0.000000,0.000007,0.000000,0.000002,0.000000
0.488027,-0.000024,0.440022,-0.000022,0.392017,-0.000020,-3.655987,-0.000018,8.306009,-0.000016,-3.771994,-0.000014,0.163204,-0.000011,0.104802,-0.000008,0.056001,-0.000005,0.020000,-0.000002,0.000000
-0.000058,0.000062,-0.000045,0.000056,-0.000034,0.000049,-0.000024,-8.999958,-0.000016,18.010036,-0.000009,-8.999973,-0.000005,0.000019,-0.000002,0.000012,-0.000000,0.000006,0.000000,0.000002,0.000000
0.356016,-0.000013,0.324013,-0.000012,0.292011,-0.000011,0.260008,-0.000010,-3.771994,-0.000009,8.206004,-0.000008,-3.855997,-0.000007,0.095201,-0.000006,0.052800,-0.000004,0.020000,-0.000002,0.000000
-0.000045,0.000045,-0.000036,0.000041,-0.000027,0.000036,-0.000020,0.000032,-0.000014,-8.999973,-0.000008,18.010023,-0.000004,-8.999983,-0.000002,0.000011,-0.000000,0.000006,0.000000,0.000002,0.000000
0.240009,-0.000006,0.220807,-0.000006,0.201606,-0.000006,0.182405,-0.000005,0.163204,-0.000005,-3.855997,-0.000004,8.134802,-0.000004,-3.914399,-0.000003,0.049600,-0.000003,0.020000,-0.000001,0.000000
-0.000033,0.000030,-0.000026,0.000027,-0.000021,0.000025,-0.000016,0.000022,-0.000011,0.000019,-0.000007,-8.999983,-0.000004,18.010014,-0.000002,-8.999991,-0.000000,0.000005,0.000000,0.000002,0.000000
0.143204,-0.000002,0.133603,-0.000002,0.124003,-0.000002,0.114402,-0.000002,0.104802,-0.000002,0.095201,-0.000002,-3.914399,-0.000002,8.086001,-0.000002,-3.953600,-0.000001,0.020000,-0.000001,0.000000
-0.000021,0.000017,-0.000018,0.000016,-0.000014,0.000015,-0.000011,0.000013,-0.000008,0.000012,-0.000006,0.000011,-0.000003,-8.999991,-0.000002,18.010008,-0.000000,-8.999995,0.000000,0.000002,0.000000
0.068801,-0.000000,0.065601,-0.000000,0.062401,-0.000000,0.059201,-0.000000,0.056001,-0.000000,0.052800,-0.000000,0.049600,-0.000000,-3.953600,-0.000000,8.053200,-0.000000,-3.980000,-0.000000,0.000000
-0.000011,0.000008,-0.000010,0.000007,-0.000008,0.000007,-0.000007,0.000007,-0.000005,0.000006,-0.000004,0.000006,-0.000003,0.000005,-0.000001,-8.999995,-0.000000,18.010004,0.000000,-8.999998,0.000000
0.020000,0.000000,0.020000,0.000000,0.020000,0.000000,0.020000,0.000000,0.020000,0.000000,0.020000,0.000000,0.020000,0.000000,0.020000,0.000000,-3.980000,0.000000,4.030000,0.000000,0.000000
-0.000004,0.000002,-0.000004,0.000002,-0.000003,0.000002,-0.000003,0.000002,-0.000002,0.000002,-0.000002,0.000002,-0.000001,0.000002,-0.000001,0.000002,-0.000000,-8.999998,0.000000,9.010002,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000
