1.000000,0.000000,0.000000,0.000000
0.000000,1.000000,0.000000,0.000000
0.000000,0.000000,1.000000,0.000000
0.000000,0.000000,0.000000,1.000000
2.000000,0.000000,-0.064714,-0.031737
0.000000,2.000000,0.189241,-0.010853
0.000000,0.000000,2.000000,0.000000
0.000000,0.000000,-0.016354,2.000000
3.000000,0.000000,-0.193623,-0.095210
0.000000,3.000000,0.567900,-0.032558
0.000000,0.000000,3.000000,0.000000
0.000000,0.000000,-0.049063,3.000000
4.000000,0.000000,-0.386208,-0.190419
0.000000,4.000000,1.136155,-0.065117
0.000000,0.000000,4.000000,0.000000
0.000000,0.000000,-0.098127,4.000000
5.000000,0.000000,-0.641949,-0.317365
0.000000,5.000000,1.894183,-0.108528
0.000000,0.000000,5.000000,0.000000
0.000000,0.000000,-0.163545,5.000000
6.000000,0.000000,-0.960329,-0.476048
0.000000,6.000000,2.842163,-0.162792
0.000000,0.000000,6.000000,0.000000
0.000000,0.000000,-0.245317,6.000000
7.000000,0.000000,-1.340827,-0.666467
0.000000,7.000000,3.980270,-0.227909
0.000000,0.000000,7.000000,0.000000
0.000000,0.000000,-0.343443,7.000000
8.000000,0.000000,-1.782925,-0.888623
0.000000,8.000000,5.308683,-0.303879
0.000000,0.000000,8.000000,0.000000
0.000000,0.000000,-0.457925,8.000000
9.000000,0.000000,-2.286104,-1.142515
0.000000,9.000000,6.827580,-0.390702
0.000000,0.000000,9.000000,0.000000
0.000000,0.000000,-0.588760,9.000000
10.000000,0.000000,-2.849845,-1.428144
0.000000,10.000000,8.537138,-0.488377
0.000000,0.000000,10.000000,0.000000
0.000000,0.000000,-0.735950,10.000000
