0.158000,0.000000,0.094400,0.000000,0.082400,0.000000,0.059200,0.000000,0.020000,0.000000,0.000000
0.000000,0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.094400,0.000000,0.094800,0.000000,0.066400,0.000000,0.044800,0.000000,0.020000,0.000000,0.000000
0.000000,0.000000,0.000000,0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.082400,0.000000,0.066400,0.000000,0.082800,0.000000,0.049600,0.000000,0.020000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.000000,0.000000,0.000000,0.000000,0.000000
0.059200,0.000000,0.044800,0.000000,0.049600,0.000000,0.064400,0.000000,0.020000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.000000,0.000000,0.000000
0.020000,0.000000,0.020000,0.000000,0.020000,0.000000,0.020000,0.000000,0.030000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000
